filename	ann_id	label	start_span	end_span	text
es-S1130-05582008000200006-1	T3	PROCEDIMIENTO	1143	1165	radiografía panorámica
es-S1130-05582008000200006-1	T4	PROCEDIMIENTO	1259	1261	TC
es-S1130-05582008000200006-1	T5	PROCEDIMIENTO	1766	1848	exéresis de los fibromas cervicales en el mismo acto quirúrgico mediante láser CO2
es-S1130-05582008000200006-1	T6	PROCEDIMIENTO	298	317	trasplante de riñón
es-S1130-05582008000200006-1	T7	PROCEDIMIENTO	334	345	nefrectomía
es-S1130-05582008000200006-1	T8	PROCEDIMIENTO	576	595	exploración clínica
es-S1130-05582008000200006-1	T9	PROCEDIMIENTO	888	909	exploración intraoral
es-S1130-05582008000200006-1	T10	PROCEDIMIENTO	966	1003	tratamiento crónico anticonvulsivante
es-S1130-05582008000200006-1	T11	PROCEDIMIENTO	1615	1738	mediante un abordaje cutáneo se realizó la exéresis de la lesión redondeada dura con un margen de seguridad en la mandíbula
es-S1130-05582008000200006-1	T12	PROCEDIMIENTO	507	519	fondo de ojo
es-S1130-05582008000200006-1	T13	PROCEDIMIENTO	1419	1455	diagnóstico diferencial radiográfico
es-S1130-05582008000200006-1	T15	PROCEDIMIENTO	1873	1885	intervención
es-S1130-05582008000200006-1	T16	PROCEDIMIENTO	720	729	palpación
es-S1130-05582017000200099-1	T1	PROCEDIMIENTO	673	688	anestesia local
es-S1130-05582017000200099-1	T2	PROCEDIMIENTO	705	723	biopsia escisional
es-S1130-05582017000200099-1	T3	PROCEDIMIENTO	741	766	estudio anatomopatológico
es-S1130-05582017000200099-1	T4	PROCEDIMIENTO	373	387	examen clínico
es-S1130-05582017000200099-1	T5	PROCEDIMIENTO	1047	1075	estudios inmunohistoquímicos
es-S1130-05582017000200099-1	T6	PROCEDIMIENTO	587	606	estudio radiológico
es-S1130-05582017000200099-1	T7	PROCEDIMIENTO	469	478	palpación
es-S0365-66912008000100007-2	T1	PROCEDIMIENTO	75	80	parto
es-S0365-66912008000100007-2	T2	PROCEDIMIENTO	92	129	resonancia magnética nuclear cerebral
es-S0365-66912008000100007-2	T3	PROCEDIMIENTO	131	134	RMN
es-S0365-66912008000100007-2	T4	PROCEDIMIENTO	346	379	registros electroencefalográficos
es-S0365-66912008000100007-2	T5	PROCEDIMIENTO	381	384	EEG
es-S0365-66912008000100007-2	T6	PROCEDIMIENTO	433	452	examen funduscópico
es-S0365-66912008000100007-2	T7	PROCEDIMIENTO	688	710	fondo de ojo izquierdo
es-S1137-66272006000500012-1	T1	PROCEDIMIENTO	1078	1109	prueba del lazo (Rumpell-Leade)
es-S1137-66272006000500012-1	T2	PROCEDIMIENTO	508	526	exploración física
es-S1137-66272006000500012-1	T3	PROCEDIMIENTO	1199	1218	examen hematológico
es-S1137-66272006000500012-1	T4	PROCEDIMIENTO	1500	1522	pruebas de coagulación
es-S1137-66272006000500012-1	T5	PROCEDIMIENTO	443	455	antipirético
es-S1137-66272006000500012-1	T6	PROCEDIMIENTO	1649	1660	gota gruesa
es-S1137-66272006000500012-1	T7	PROCEDIMIENTO	1666	1685	extensión sanguínea
es-S1137-66272006000500012-1	T8	PROCEDIMIENTO	1717	1738	análisis inmunológico
es-S1137-66272006000500012-1	T9	PROCEDIMIENTO	1923	1934	gota gruesa
es-S1137-66272006000500012-1	T10	PROCEDIMIENTO	1937	1956	extensión sanguínea
es-S1137-66272006000500012-1	T11	PROCEDIMIENTO	1562	1572	bioquímica
es-S1137-66272006000500012-1	T12	PROCEDIMIENTO	871	895	exploración por aparatos
es-S1130-63432016000100009-1	T1	PROCEDIMIENTO	750	789	monitorización y vigilancia neurológica
es-S1130-63432016000100009-1	T2	PROCEDIMIENTO	399	424	tratamiento fibrinolítico
es-S1130-63432016000100009-1	T3	PROCEDIMIENTO	843	865	terapia anticoagulante
es-S1130-63432016000100009-1	T4	PROCEDIMIENTO	262	284	terapia anticoagulante
es-S1130-63432016000100009-1	T5	PROCEDIMIENTO	1345	1378	monitorización del factor anti-Xa
es-S1130-63432016000100009-1	T6	PROCEDIMIENTO	461	472	exploración
es-S1130-63432016000100009-1	T7	PROCEDIMIENTO	492	504	intervención
es-S1139-76322015000300009-1	T1	PROCEDIMIENTO	885	903	exploración física
es-S1139-76322015000300009-1	T2	PROCEDIMIENTO	1198	1210	somatometría
es-S1139-76322015000300009-1	T3	PROCEDIMIENTO	355	372	esteroides orales
es-S1139-76322015000300009-1	T4	PROCEDIMIENTO	518	555	radiografía normal de manos y muñecas
es-S1139-76322015000300009-1	T5	PROCEDIMIENTO	1841	1852	radiografía
es-S1139-76322015000300009-1	T6	PROCEDIMIENTO	1903	1914	radiografía
es-S1135-76062016000100006-1	T1	PROCEDIMIENTO	2584	2605	pruebas psicométricas
es-S1135-76062016000100006-1	T2	PROCEDIMIENTO	2655	2690	cálculo del coeficiente intelectual
es-S1135-76062016000100006-1	T3	PROCEDIMIENTO	2927	2946	exploración clínica
es-S1135-76062016000100006-1	T4	PROCEDIMIENTO	4782	4826	análisis funcional de las conductas sexuales
es-S1135-76062016000100006-1	T5	PROCEDIMIENTO	236	247	exploración
es-S0212-71992006000700009-1	T1	PROCEDIMIENTO	311	348	resección de adenoma tubular de colón
es-S0212-71992006000700009-1	T2	PROCEDIMIENTO	384	399	colecistectomía
es-S0212-71992006000700009-1	T3	PROCEDIMIENTO	493	526	resección subtotal de la vesícula
es-S0212-71992006000700009-1	T4	PROCEDIMIENTO	647	660	dicumarínicos
es-S0212-71992006000700009-1	T5	PROCEDIMIENTO	913	934	Auscultación cardiaca
es-S0212-71992006000700009-1	T6	PROCEDIMIENTO	965	986	Auscultación pulmonar
es-S0212-71992006000700009-1	T7	PROCEDIMIENTO	1425	1515	tratamiento con fluidoterapia, dopamina y antibiótico empírico con piperacilina/tazobactam
es-S0212-71992006000700009-1	T8	PROCEDIMIENTO	1588	1601	TAC-abdominal
es-S0212-71992006000700009-1	T9	PROCEDIMIENTO	1702	1747	Ecocardiograma transtorácico y transesofágico
es-S0212-71992006000700009-1	T10	PROCEDIMIENTO	1918	1941	tratamiento antibiótico
es-S0212-71992006000700009-1	T11	PROCEDIMIENTO	1943	1970	PAAF de una lesión hepática
es-S0212-71992006000700009-1	T12	PROCEDIMIENTO	1972	1976	ERCP
es-S0212-71992006000700009-1	T13	PROCEDIMIENTO	2036	2079	papilotomía para asegurar el drenaje biliar
es-S0212-71992006000700009-1	T14	PROCEDIMIENTO	2215	2224	necropsia
es-S0212-71992006000700009-1	T15	PROCEDIMIENTO	2618	2653	aislado en sangre y muestra de PAAF
es-S0212-71992006000700009-1	T20	PROCEDIMIENTO	1166	1175	analítica
es-S0212-71992006000700009-1	T22	PROCEDIMIENTO	794	805	exploración
es-S0212-71992006000700009-1	T23	PROCEDIMIENTO	1035	1067	palpación en hemiabdomen derecho
es-S0365-66912006000600010-2	T1	PROCEDIMIENTO	432	444	fondo de ojo
es-S0210-48062005000300016-2	T1	PROCEDIMIENTO	1267	1282	ecografía renal
es-S0210-48062005000300016-2	T2	PROCEDIMIENTO	813	826	examen físico
es-S0210-48062005000300016-2	T3	PROCEDIMIENTO	2457	2472	ecocardiografía
es-S0210-48062005000300016-2	T4	PROCEDIMIENTO	954	1007	palpación profunda en fosa ilíaca y flanco izquierdos
es-S0210-48062005000300016-2	T5	PROCEDIMIENTO	1534	1537	ECG
es-S0210-48062005000300016-2	T6	PROCEDIMIENTO	1636	1659	TAC abdominal y pélvico
es-S0210-48062005000300016-2	T7	PROCEDIMIENTO	1219	1245	Examen neurológico general
es-S0210-48062005000300016-2	T8	PROCEDIMIENTO	2199	2225	hipo-coagulación sistémica
es-S0210-48062005000300016-2	T9	PROCEDIMIENTO	2294	2303	analgesia
es-S0210-48062005000300016-2	T10	PROCEDIMIENTO	2612	2625	arteriografía
es-S0210-48062005000300016-2	T11	PROCEDIMIENTO	3077	3139	determinación de inmunoglobulinas y fracciones del complemento
es-S0210-48062005000300016-2	T12	PROCEDIMIENTO	1476	1501	parámetros de coagulación
es-S0210-48062005000300016-2	T13	PROCEDIMIENTO	3555	3567	cintilograma
es-S0210-48062005000300016-2	T14	PROCEDIMIENTO	3373	3389	anti-coagulación
es-S0210-48062005000300016-2	T15	PROCEDIMIENTO	1100	1122	Murphy renal bilateral
es-S0365-66912009000300010-1	T1	PROCEDIMIENTO	1611	1641	estudio de histocompatibilidad
es-S0365-66912009000300010-1	T2	PROCEDIMIENTO	1324	1347	tratamiento corticoideo
es-S0365-66912009000300010-1	T3	PROCEDIMIENTO	2240	2243	OCT
es-S0365-66912009000300010-1	T4	PROCEDIMIENTO	1503	1537	angiorresonancia magnética nuclear
es-S0365-66912009000300010-1	T5	PROCEDIMIENTO	1539	1547	angioRMN
es-S0365-66912009000300010-1	T6	PROCEDIMIENTO	1985	2007	Test de Hess-Lancaster
es-S0365-66912009000300010-1	T7	PROCEDIMIENTO	2024	2088	inyección de toxina botulínica en el recto medio del ojo derecho
es-S0365-66912009000300010-1	T8	PROCEDIMIENTO	410	442	biomicroscopía del polo anterior
es-S0365-66912009000300010-1	T9	PROCEDIMIENTO	460	473	oftalmoscopía
es-S0365-66912009000300010-1	T10	PROCEDIMIENTO	621	647	angiografía fluoresceínica
es-S0365-66912009000300010-1	T11	PROCEDIMIENTO	649	652	AGF
es-S0365-66912009000300010-1	T12	PROCEDIMIENTO	801	837	angiografía con verde de indocianina
es-S0365-66912009000300010-1	T13	PROCEDIMIENTO	839	842	ICG
es-S0365-66912009000300010-1	T14	PROCEDIMIENTO	1023	1054	tomografía de coherencia óptica
es-S0365-66912009000300010-1	T15	PROCEDIMIENTO	1165	1193	tratamiento corticoideo oral
es-S0365-66912009000300010-1	T17	PROCEDIMIENTO	276	293	exploración la AV
es-S0365-66912009000300010-1	T18	PROCEDIMIENTO	1838	1849	exploración
es-S1889-836X2016000100006-1	T1	PROCEDIMIENTO	1215	1253	estudio del metabolismo calcio-fósforo
es-S1889-836X2016000100006-1	T2	PROCEDIMIENTO	946	964	exploración física
es-S1889-836X2016000100006-1	T3	PROCEDIMIENTO	2009	2136	estudio genético mediante secuenciación masiva por NGS (Next-Generation Sequencing) de los genes COL1A1, COL1A2, CRTAP y LEPRE1
es-S1889-836X2016000100006-1	T4	PROCEDIMIENTO	780	798	densitometría ósea
es-S1889-836X2016000100006-1	T5	PROCEDIMIENTO	1662	1693	radiografía de columna cervical
es-S1889-836X2016000100006-1	T6	PROCEDIMIENTO	1732	1752	radiografía de tórax
es-S1889-836X2016000100006-1	T7	PROCEDIMIENTO	1816	1830	ecocardiograma
es-S1889-836X2016000100006-1	T8	PROCEDIMIENTO	1456	1485	marcadores de remodelado óseo
es-S1889-836X2016000100006-1	T9	PROCEDIMIENTO	471	493	tratamiento con calcio
es-S1889-836X2016000100006-1	T10	PROCEDIMIENTO	1888	1919	pruebas de función respiratoria
es-S1889-836X2016000100006-1	T11	PROCEDIMIENTO	1949	1969	ecografía de abdomen
es-S1889-836X2016000100006-1	T12	PROCEDIMIENTO	687	716	estapedectomía de ambos oídos
es-S1889-836X2016000100006-1	T13	PROCEDIMIENTO	800	803	DXA
es-S1889-836X2016000100006-1	T16	PROCEDIMIENTO	654	681	intervenido quirúrgicamente
es-S1130-05582013000400006-1	T1	PROCEDIMIENTO	399	416	ecografía Doppler
es-S1130-05582013000400006-1	T2	PROCEDIMIENTO	517	556	tomografía computarizada (TC) orbitaria
es-S1130-05582013000400006-1	T3	PROCEDIMIENTO	543	545	TC
es-S1130-05582013000400006-1	T4	PROCEDIMIENTO	1763	1789	estudio inmunohistoquímico
es-S1130-05582013000400006-1	T5	PROCEDIMIENTO	1099	1116	anestesia general
es-S1130-05582013000400006-1	T6	PROCEDIMIENTO	711	731	resonancia magnética
es-S1130-05582013000400006-1	T7	PROCEDIMIENTO	1253	1271	osteotomía en caja
es-S1130-05582013000400006-1	T8	PROCEDIMIENTO	733	735	RM
es-S1130-05582013000400006-1	T9	PROCEDIMIENTO	1338	1402	se reconstruyó con injerto de mentón y placa de titanio arqueada
es-S1130-05582013000400006-1	T10	PROCEDIMIENTO	1408	1489	gaps intercorticales se rellenaron de hueso esponjoso obtenido de la zona donante
es-S1130-05582013000400006-1	T11	PROCEDIMIENTO	1495	1517	controles radiológicos
es-S1130-05582013000400006-1	T12	PROCEDIMIENTO	1606	1631	estudio anatomopatológico
es-S1130-05582013000400006-1	T13	PROCEDIMIENTO	1069	1080	extirpación
es-S1130-05582013000400006-1	T14	PROCEDIMIENTO	1133	1222	abordaje subciliar izquierdo con ampliación en cola hacia el malar y disección por planos
es-S1130-05582013000400006-1	T15	PROCEDIMIENTO	1878	1901	inmunohistoquímicamente
es-S1130-05582013000400006-1	T16	PROCEDIMIENTO	227	238	exploración
es-S1139-76322013000400008-1	T1	PROCEDIMIENTO	639	853	pruebas cutáneas con una batería estándar de neumoalérgenos habituales de la región (incluidos ácaros del polvo, pólenes, hongos y epitelios de animales), látex, alimentos, panalérgenos vegetales y Anisakis simplex
es-S1139-76322013000400008-1	T2	PROCEDIMIENTO	492	510	exploración física
es-S1139-76322013000400008-1	T3	PROCEDIMIENTO	916	925	hemograma
es-S1139-76322013000400008-1	T4	PROCEDIMIENTO	1292	1307	examen de heces
es-S1139-76322013000400008-1	T5	PROCEDIMIENTO	964	982	hormonas tiroideas
es-S1139-76322013000400008-1	T6	PROCEDIMIENTO	1027	1066	inmunoglobulinas séricas IgA, IgM e IgG
es-S1139-76322013000400008-1	T7	PROCEDIMIENTO	875	892	analítica general
es-S1139-76322013000400008-1	T8	PROCEDIMIENTO	904	914	bioquímica
es-S1139-76322013000400008-1	T9	PROCEDIMIENTO	985	990	orina
es-S0211-69952013000200025-1	T1	PROCEDIMIENTO	128	140	hemodiálisis
es-S0211-69952013000200025-1	T2	PROCEDIMIENTO	293	330	trasplante renal de donante fallecido
es-S0211-69952013000200025-1	T3	PROCEDIMIENTO	414	468	inducción con alemtuzumab y bolos de metilprednisolona
es-S0211-69952013000200025-1	T4	PROCEDIMIENTO	576	589	injerto renal
es-S0211-69952013000200025-1	T5	PROCEDIMIENTO	1207	1219	hemodiálisis
es-S0211-69952013000200025-1	T6	PROCEDIMIENTO	244	257	transfusiones
es-S0211-69952013000200025-1	T7	PROCEDIMIENTO	1178	1191	transfusiones
es-S0211-69952013000200025-1	T8	PROCEDIMIENTO	1246	1271	biopsia del injerto renal
es-S0211-69952013000200025-1	T9	PROCEDIMIENTO	1021	1040	Doppler del injerto
es-S0211-69952013000200025-1	T10	PROCEDIMIENTO	1634	1677	tratamiento con pulsos de metilprednisolona
es-S0211-69952013000200025-1	T11	PROCEDIMIENTO	1679	1692	plasmaféresis
es-S0211-69952013000200025-1	T12	PROCEDIMIENTO	1721	1741	exanguinotransfusión
es-S0211-69952013000200025-1	T13	PROCEDIMIENTO	1814	1824	trasplante
es-S0211-69952013000200025-1	T14	PROCEDIMIENTO	1874	1900	terapia de reemplazo renal
es-S0211-69952013000200025-1	T15	PROCEDIMIENTO	629	644	acto quirúrgico
es-S1139-76322015000400008-1	T1	PROCEDIMIENTO	650	659	ecografía
es-S1139-76322015000400008-1	T2	PROCEDIMIENTO	324	343	ecografía abdominal
es-S1139-76322015000400008-1	T3	PROCEDIMIENTO	1345	1367	catéter de nefrostomía
es-S1139-76322015000400008-1	T4	PROCEDIMIENTO	833	852	renograma isotópico
es-S1139-76322015000400008-1	T5	PROCEDIMIENTO	476	494	Sedimento de orina
es-S1139-76322015000400008-1	T6	PROCEDIMIENTO	1456	1491	retirada del catéter de nefrostomía
es-S1139-76322015000400008-1	T7	PROCEDIMIENTO	497	509	urinocultivo
es-S1139-76322015000400008-1	T8	PROCEDIMIENTO	907	916	renograma
es-S1139-76322015000400008-1	T9	PROCEDIMIENTO	985	1002	gammagrafía renal
es-S1139-76322015000400008-1	T10	PROCEDIMIENTO	1138	1151	función renal
es-S1139-76322015000400008-1	T11	PROCEDIMIENTO	1307	1330	intervención quirúrgica
es-S1139-76322015000400008-1	T12	PROCEDIMIENTO	1516	1558	controles de imagen, clínicos y analíticos
es-S0376-78922007000400008-1	T1	PROCEDIMIENTO	2934	2965	medidas de soporte hemodinámico
es-S0376-78922007000400008-1	T2	PROCEDIMIENTO	2971	2985	antibioterapia
es-S0376-78922007000400008-1	T3	PROCEDIMIENTO	1057	1077	radiografía de tórax
es-S0376-78922007000400008-1	T4	PROCEDIMIENTO	406	424	exploración física
es-S0376-78922007000400008-1	T5	PROCEDIMIENTO	1099	1108	Ecografía
es-S0376-78922007000400008-1	T6	PROCEDIMIENTO	1111	1126	TAC abdominales
es-S0376-78922007000400008-1	T7	PROCEDIMIENTO	1423	1433	diuréticos
es-S0376-78922007000400008-1	T8	PROCEDIMIENTO	1449	1463	antibioterapia
es-S0376-78922007000400008-1	T9	PROCEDIMIENTO	1513	1539	extracción de hemocultivos
es-S0376-78922007000400008-1	T10	PROCEDIMIENTO	2091	2102	hemocultivo
es-S0376-78922007000400008-1	T11	PROCEDIMIENTO	2177	2203	antibioterapia intravenosa
es-S0376-78922007000400008-1	T12	PROCEDIMIENTO	2420	2437	anestesia cutánea
es-S0376-78922007000400008-1	T13	PROCEDIMIENTO	2517	2546	ventilación mecánica invasiva
es-S0376-78922007000400008-1	T14	PROCEDIMIENTO	2569	2604	hemofiltración veno-venosa continua
es-S0376-78922007000400008-1	T15	PROCEDIMIENTO	2670	2693	desbridamiento escrotal
es-S0376-78922007000400008-1	T16	PROCEDIMIENTO	2695	2739	desbridamiento de fascia hasta raíz de muslo
es-S0376-78922007000400008-1	T17	PROCEDIMIENTO	2742	2774	amputación abierta supracondílea
es-S0376-78922007000400008-1	T18	PROCEDIMIENTO	2548	2566	aminas vasoactivas
es-S0376-78922007000400008-1	T19	PROCEDIMIENTO	2617	2640	intervención quirúrgica
es-S0376-78922007000400008-1	T20	PROCEDIMIENTO	696	705	analítica
es-S0376-78922007000400008-1	T21	PROCEDIMIENTO	1753	1762	analítica
es-S0376-78922007000400008-1	T22	PROCEDIMIENTO	677	688	exploración
es-S0376-78922007000400008-1	T25	PROCEDIMIENTO	3023	3030	cirugía
es-S1130-01082008000900015-1	T1	PROCEDIMIENTO	251	263	tacto rectal
es-S1130-01082008000900015-1	T2	PROCEDIMIENTO	401	413	gastroscopia
es-S1130-01082008000900015-1	T3	PROCEDIMIENTO	439	480	colonoscopia hasta ciego e íleon terminal
es-S1130-01082008000900015-1	T4	PROCEDIMIENTO	570	589	cápsula endoscópica
es-S1130-01082008000900015-1	T5	PROCEDIMIENTO	646	680	gammagrafía con Tc99m-pertecnetato
es-S1130-01082008000900015-1	T6	PROCEDIMIENTO	942	959	anestesia general
es-S1130-01082008000900015-1	T7	PROCEDIMIENTO	1160	1207	resección intestinal, incluyendo el divertículo
es-S1130-01082008000900015-1	T8	PROCEDIMIENTO	1366	1386	tranfusión sanguínea
es-S1130-01082008000900015-1	T9	PROCEDIMIENTO	1391	1410	anatomía patológica
es-S1130-01082008000900015-1	T10	PROCEDIMIENTO	960	992	realizando incisión de Mc Burney
es-S1130-01082008000900015-1	T11	PROCEDIMIENTO	1210	1245	anastomosis latero-lateral mecánica
es-S1130-01082008000900015-1	T12	PROCEDIMIENTO	1250	1277	apendicectomía profiláctica
es-S1130-01082008000900015-1	T13	PROCEDIMIENTO	169	180	Exploración
es-S1130-01082008000900015-1	T14	PROCEDIMIENTO	302	311	analítica
es-S1130-01082008000900015-1	T15	PROCEDIMIENTO	924	936	intervención
es-S0210-48062004000900010-1	T1	PROCEDIMIENTO	328	340	Tacto rectal
es-S0210-48062004000900010-1	T2	PROCEDIMIENTO	287	305	Exploración física
es-S0210-48062004000900010-1	T3	PROCEDIMIENTO	1354	1357	UIV
es-S0210-48062004000900010-1	T4	PROCEDIMIENTO	456	474	análisis de sangre
es-S0210-48062004000900010-1	T5	PROCEDIMIENTO	3348	3365	cultivos de orina
es-S0210-48062004000900010-1	T6	PROCEDIMIENTO	1719	1730	cistoscopia
es-S0210-48062004000900010-1	T7	PROCEDIMIENTO	2867	2870	UIV
es-S0210-48062004000900010-1	T8	PROCEDIMIENTO	2270	2298	tratamiento tuberculostático
es-S0210-48062004000900010-1	T9	PROCEDIMIENTO	152	184	decorticación de cuerdas vocales
es-S0210-48062004000900010-1	T10	PROCEDIMIENTO	1906	1936	cultivo de orina en Löwenstein
es-S0210-48062004000900010-1	T11	PROCEDIMIENTO	685	707	Estudio de coagulación
es-S0210-48062004000900010-1	T12	PROCEDIMIENTO	1956	1975	RTU de masa vesical
es-S0210-48062004000900010-1	T13	PROCEDIMIENTO	2735	2755	ecografía testicular
es-S0210-48062004000900010-1	T14	PROCEDIMIENTO	1636	1646	Cistograma
es-S0210-48062004000900010-1	T15	PROCEDIMIENTO	924	943	citologías de orina
es-S0210-48062004000900010-1	T16	PROCEDIMIENTO	995	1024	radiografía simple de abdomen
es-S0210-48062004000900010-1	T17	PROCEDIMIENTO	1094	1113	ecografía abdominal
es-S0210-48062004000900010-1	T18	PROCEDIMIENTO	775	795	Sistemático de orina
es-S0210-48062004000900010-1	T19	PROCEDIMIENTO	89	110	tratamiento dietético
es-S0210-48062004000900010-1	T20	PROCEDIMIENTO	2090	2109	Lowenstein en orina
es-S0210-48062004000900010-1	T21	PROCEDIMIENTO	2677	2687	Lowenstein
es-S0210-48062004000900010-1	T22	PROCEDIMIENTO	727	737	Bioquímica
es-S0210-48062004000900010-1	T23	PROCEDIMIENTO	885	894	Sedimento
es-S0210-48062004000900010-1	T24	PROCEDIMIENTO	2709	2722	curas locales
es-S0210-48062004000900010-1	T25	PROCEDIMIENTO	476	485	hemograma
es-S0210-48062004000900010-1	T26	PROCEDIMIENTO	2029	2031	AP
es-S0210-48062004000900010-1	T27	PROCEDIMIENTO	2607	2649	exudado en teste izquierdo en cuya tinción
es-S1130-63432013000300012-1	T1	PROCEDIMIENTO	163	190	recambio valvular protésico
es-S1130-63432013000300012-1	T2	PROCEDIMIENTO	1858	1873	ecocardiografía
es-S1130-63432013000300012-1	T3	PROCEDIMIENTO	1345	1363	electrofulguración
es-S1130-63432013000300012-1	T4	PROCEDIMIENTO	345	357	gastroscopia
es-S1130-63432013000300012-1	T5	PROCEDIMIENTO	360	379	cápsula endoscópica
es-S1130-63432013000300012-1	T6	PROCEDIMIENTO	2107	2116	ecografía
es-S1130-63432013000300012-1	T7	PROCEDIMIENTO	1611	1641	test de sangre oculta en heces
es-S1130-63432013000300012-1	T8	PROCEDIMIENTO	2228	2252	tomografía angiográficas
es-S1130-63432013000300012-1	T9	PROCEDIMIENTO	573	592	cápsula endoscópica
es-S1130-63432013000300012-1	T10	PROCEDIMIENTO	861	885	concentrados de hematíes
es-S1130-63432013000300012-1	T11	PROCEDIMIENTO	898	942	enteroscopia por vía oral hasta yeyuno medio
es-S1130-63432013000300012-1	T12	PROCEDIMIENTO	1366	1373	cirugía
es-S1130-01082010000600012-1	T1	PROCEDIMIENTO	1460	1473	Ecoendoscopia
es-S1130-01082010000600012-1	T2	PROCEDIMIENTO	793	809	Gammagrafía ósea
es-S1130-01082010000600012-1	T3	PROCEDIMIENTO	1638	1657	Ecografía abdominal
es-S1130-01082010000600012-1	T4	PROCEDIMIENTO	508	533	Endoscopia digestiva alta
es-S1130-01082010000600012-1	T5	PROCEDIMIENTO	375	401	TAC cervicotoracoabdominal
es-S1130-01082010000600012-1	T6	PROCEDIMIENTO	1834	1870	Tomografía por emisión de positrones
es-S1130-01082010000600012-1	T7	PROCEDIMIENTO	812	832	marcadores tumorales
es-S1130-01082010000600012-1	T8	PROCEDIMIENTO	1118	1137	tratamiento opiáceo
es-S1130-01082010000600012-1	T9	PROCEDIMIENTO	1268	1294	abdomen en el que se palpa
es-S1130-01082010000600012-1	T10	PROCEDIMIENTO	250	272	tratamiento analgésico
es-S1130-01082010000600012-1	T11	PROCEDIMIENTO	2040	2059	Anatomía patológica
es-S1130-01082010000600012-1	T12	PROCEDIMIENTO	658	674	TAC y RMN dorsal
es-S1130-01082010000600012-1	T13	PROCEDIMIENTO	1167	1178	exploración
es-S1130-01082010000600012-1	T14	PROCEDIMIENTO	1787	1798	exploración
es-S1130-01082010000600012-1	T16	PROCEDIMIENTO	1357	1387	palpación de la columna dorsal
es-S1137-66272013000200019-1	T1	PROCEDIMIENTO	1715	1742	colgajo de la oreja derecha
es-S1137-66272013000200019-1	T2	PROCEDIMIENTO	81	91	otoplastia
es-S1137-66272013000200019-1	T3	PROCEDIMIENTO	1851	1869	tratamiento tópico
es-S1137-66272013000200019-1	T4	PROCEDIMIENTO	574	591	anestesia general
es-S1137-66272013000200019-1	T5	PROCEDIMIENTO	669	717	incisión en la cara posterosuperior del queloide
es-S1137-66272013000200019-1	T6	PROCEDIMIENTO	739	800	de disecó un colgajo delgado de la cubierta cutánea queloidea
es-S1137-66272013000200019-1	T7	PROCEDIMIENTO	890	931	levantar el colgajo de un tamaño adecuado
