filename	label	start_span	end_span	text	code	sem_rel	is_abbrev	is_composite	need_context
S0004-06142006000200013-1	PROCEDIMIENTO	20	36	histerectomizada	236886002	EXACT	False	False	False
S0004-06142006000200013-1	PROCEDIMIENTO	250	268	Estudios de imagen	363679005	EXACT	False	False	False
S0004-06142006000200013-1	PROCEDIMIENTO	285	308	intervención quirúrgica	387713003	EXACT	False	False	False
S0004-06142006000200013-1	PROCEDIMIENTO	590	615	enucleación de tal lesión	39250009	EXACT	False	False	False
S0004-06142006000200013-1	PROCEDIMIENTO	616	644	se tomó una muestra ureteral	429894001	EXACT	False	False	True
S0004-06142006000200013-1	PROCEDIMIENTO	667	694	diagnóstico histopatológico	252416005	EXACT	False	False	False
S0004-06142006000200013-1	PROCEDIMIENTO	737	757	estudio macroscópico	168126000	EXACT	False	False	False
S0004-06142006000200013-1	PROCEDIMIENTO	953	972	estudio histológico	252416005	EXACT	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	1163	1189	estudio inmunohistoquímico	117617002	EXACT	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	1443	1453	ecografias	16310003	EXACT	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	1468	1470	TC	77477000	EXACT	True	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	307	309	TC	77477000	EXACT	True	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	589	619	Gammagrafía ósea con Tc99m-MDP	418832007	NARROW	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	65	74	ecografía	16310003	EXACT	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	702	729	nefrectomía radical derecha	443869003	EXACT	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	870	879	disección	122459003	EXACT	False	False	False
S0004-06142006000200014-1	PROCEDIMIENTO	930	948	anatomo-patológico	108257001	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	148	161	examen físico	5880005	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	208	240	auscultación cardio-respiratoria	449263002+449264008	EXACT+EXACT	False	True	False
S0004-06142006000600014-1	PROCEDIMIENTO	302	314	tacto rectal	410006001	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	393	412	ecografía urológica	302801006	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	431	448	cistouretroscopía	386745004	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	550	592	radiografía de uretrocistografía miccional	54810009	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	707	741	estudio endoscópico bajo anestesia	72116000	EXACT	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	837	858	resección endoscópica	264274002	NARROW	False	False	False
S0004-06142006000600014-1	PROCEDIMIENTO	885	925	anatomopatológico de la pieza quirúrgica	77946005	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	1237	1247	colectomía	23968004	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	1361	1381	ecografía testicular	303918003	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	1607	1618	exploración	5880005	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	1816	1878	exploración quirúrgica de las lesiones bajo anestesia raquídea	387713003+16388003	NARROW+EXACT	False	True	False
S0004-06142006000700014-1	PROCEDIMIENTO	1860	1878	anestesia raquídea	16388003	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	1906	1923	incisión inguinal	1176009	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	1925	1984	extracción de teste derecho y cordón espermático y clampaje	767339001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	230	259	colectomía subtotal izquierda	82619000	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	2475	2498	biopsia intraoperatoria	86273004	NARROW	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	2631	2690	orquiectomía radical derecha, incluyendo cordón espermático	767339001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	264	289	anastomosis ileosigmoidea	42268006	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	2707	2726	Anatomía Patológica	108257001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	297	348	estudio anatomopatológico de la pieza de colectomía	252416005	NARROW	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3293	3305	intervención	387713003	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3358	3402	tratamiento complementario con quimioterapia	367336001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	338	348	colectomía	23968004	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3389	3402	quimioterapia	367336001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3454	3457	TAC	77477000	EXACT	True	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3531	3543	orquiectomía	236334001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3624	3641	pruebas de imagen	363679005	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3643	3646	TAC	77477000	EXACT	True	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3779	3790	anastomosis	78817002	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3835	3853	estudios de imagen	363679005	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3873	3885	intervención	387713003	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	3943	3969	tratamiento quimioterápico	367336001	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	605	648	drenaje de un absceso en la pared abdominal	300019008	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	719	728	analítica	396550006	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	826	844	analítica de orina	27171005	EXACT	False	False	False
S0004-06142006000700014-1	PROCEDIMIENTO	960	963	TAC	77477000	EXACT	True	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	1095	1113	Citología de orina	609316007	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	1209	1231	resección transuretral	116032002	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	1268	1286	biopsias vesicales	36503003	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	1343	1370	análisis anatomo-patológico	252416005	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	1760	1790	técnicas de inmunohistoquímica	117617002	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	293	308	colecistectomía	38102005	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	316	334	exploración física	5880005	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	388	413	ecografía renal y vesical	303917008	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	513	524	cistoscopia	24139008	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	768	788	TAC abdomino-pélvico	419394006	EXACT	False	False	False
S0004-06142006000900008-1	PROCEDIMIENTO	898	925	administración de contraste	27483000	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	1238	1259	nefrostomía pecutánea	313270001	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	1339	1350	nefrostomía	39834009	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	1412	1456	antibioterapia endovenosa de amplio espectro	281790008	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	1555	1594	nefrectomía derecha mediante lombotomía	765473008	NARROW	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	2212	2230	examen histológico	252416005	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	2926	2949	intervención quirúrgica	387713003	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	358	371	examen físico	5880005	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	392	410	palpación profunda	51558006	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	520	532	Murphy renal	118851004	NARROW	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	666	679	función renal	54610007	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	767	791	radiografía reno-vesical	31911002	EXACT	False	False	False
S0004-06142006000900014-1	PROCEDIMIENTO	868	953	tomografía axial computerizada abdomino-pélvica con inyección de contraste endovenoso	1148701004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1042	1060	medidas de soporte	78823007	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1063	1077	antibioterapia	281789004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1128	1160	ecografia reno-pélvica- escrotal	108285004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1404	1414	urocultura	117010004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1440	1475	cistouretrografía miccional seriada	54810009	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1650	1684	radiologías óseas de cuerpo entero	228084000	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1757	1807	fulguración de las válvulas de la uretra posterior	79843009	NARROW	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1810	1840	orquidectomía inguinal derecha	767336008	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	1987	1997	urocultura	117010004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	203	235	Gestación correctamente vigilada	424525001	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2145	2156	uroculturas	117010004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2209	2223	antibioterapia	281789004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2244	2266	profilaxia antibiótica	422181004	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2353	2373	urografía endovenosa	49752000	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2376	2404	cintilograma renal con MAG-3	241362005	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	256	270	Parto eutócico	177184002	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2662	2682	prueba de furosemida	NO_CODE	NO_CODE	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	2934	2954	sedimentos urinarios	27171005	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	789	798	palpación	113011001	EXACT	False	False	False
S0004-06142007000100012-1	PROCEDIMIENTO	814	821	vacunas	33879002	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	1060	1107	nefrectomía radical laparoscópica mano asistida	439235001	NARROW	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	1172	1228	procedimiento quirúrgico con la colocación de 4 trócares	387713003	NARROW	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	1361	1443	Se instalan además 2 trócares de 5 mm. en el epigastrio para separación del hígado	74692004	EXACT	False	False	True
S0004-06142007000300011-1	PROCEDIMIENTO	1448	1554	introducción de la mano del cirujano se realiza a través de una incisión oblicua en la fosa ilíaca derecha	260661008	NARROW	False	False	True
S0004-06142007000300011-1	PROCEDIMIENTO	1570	1589	nefrectomía radical	116033007	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	164	177	examen físico	5880005	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	1648	1747	riñón es colocado en una bolsa de polietileno y se extrae a través de la incisión de la fosa ilíaca	175905003	NARROW	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	1976	1987	analgésicos	52685006	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	2082	2089	cirugía	387713003	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	2136	2143	cirugía	387713003	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	2301	2308	biopsia	86273004	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	2993	3011	examen histológico	252416005	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	3788	3805	anatomopatológico	252416005	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	4018	4031	función renal	54610007	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	4063	4070	cirugía	387713003	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	448	472	evaluación preoperatoria	110466009	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	484	502	electrocardiograma	29303009	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	556	565	hemograma	26604007	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	688	704	función hepática	26958001	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	728	759	tomografía computada de abdomen	169070004	EXACT	False	False	False
S0004-06142007000300011-1	PROCEDIMIENTO	965	972	cirugía	387713003	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	1063	1085	tratamiento quirúrgico	363679005	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	1144	1179	reposición hemática por transfusión	5447007	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	1187	1202	acto operatorio	387713003	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	1222	1322	tumoraciones en el meso del colon transverso, la mayor de 7cm, las que fueron resecadas y extirpadas	177974004	NARROW	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	1346	1365	examen macroscópico	168126000	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	1566	1586	estudio microscópico	104157003	EXACT	False	False	True
S0004-06142007000500011-1	PROCEDIMIENTO	1832	1859	diagnóstico histopatológico	252416005	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	219	232	examen físico	5880005	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	260	270	palpándose	113011001	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	530	541	Rx de tórax	399208008	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	565	576	Survey óseo	41747008	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	584	604	Rx de abdomen simple	168702005	EXACT	False	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	656	659	UIV	32265006	EXACT	True	False	False
S0004-06142007000500011-1	PROCEDIMIENTO	869	878	ecografía	16310003	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	1119	1130	analgésicos	52685006	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	1136	1159	antagonistas del calcio	722047001	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	1166	1225	inhibidores de la enzima convertidora de la angiotensina II	410682003	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	1640	1664	metanefrinas plasmáticas	412910008	NARROW	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	1689	1727	catecolaminas y metanefrinas urinarias	309618006	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	1735	1752	orina de 24 horas	409091002	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	2295	2324	suprarrenalectomía unilateral	31904001	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	2331	2350	estudio histológico	252416005	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	387	398	exploración	5880005	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	502	551	fosa ilíaca izquierda, acentuado con la palpación	64908006	NARROW	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	556	565	hemograma	26604007	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	613	635	estudio de coagulación	3116009	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	640	670	bioquímica elemental de sangre	412890008	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	675	695	sistemático de orina	27171005	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	700	718	electrocardiograma	29303009	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	724	751	radiografía simple de tórax	399208008	EXACT	False	False	False
es-S0004-06142007000900011-1	PROCEDIMIENTO	773	808	tomografía computarizada de abdomen	169070004	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	1070	1093	tratamiento antibiótico	281789004	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	1107	1138	exploración general y urológica	5880005	NARROW	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	139	146	cirugía	387713003	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	1451	1467	gammagrafía ósea	418832007	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	1706	1720	antibioterapia	281789004	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	1732	1741	analgesia	52685006	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	1923	1944	exploración del muslo	284381002	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	2075	2086	exploración	5880005	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	231	243	tacto rectal	410006001	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	2327	2340	TAC abdominal	169070004	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	2735	2744	palpación	113011001	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	2887	2910	intervención quirúrgica	387713003	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	2931	3098	incisión longitudinal en la cara interna del tercio proximal del muslo y mediante disección roma digital se penetra en profundidad a través de la musculatura abductora	13554000	NARROW	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3254	3276	estudio microbiológico	269934003	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3284	3341	lavado de la cavidad con abundante suero y agua oxigenada	225116006	NARROW	False	False	True
es-S0004-06142008000100011-1	PROCEDIMIENTO	3342	3418	se cierra parcialmente la herida quirúrgica y se dejan drenajes tipo Penrose	112695004+698956007	NARROW+NARROW	False	True	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3423	3458	exploración de la herida quirúrgica	NO_CODE	NO_CODE	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3465	3478	adenomectomía	387713003	NARROW	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3505	3512	drenaje	122462000	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	352	404	adenomectomía retropúbica según técnica de T. Millin	67598001	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3623	3642	Se colocan drenajes	698956007	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3723	3751	transfusión de hemoderivados	116859006	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3792	3805	curas locales	225150002	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3948	3960	radiológicos	363679005	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	3962	3973	ecográficos	16310003	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	406	434	enucleándose un gran adenoma	370612006	EXACT	False	False	True
es-S0004-06142008000100011-1	PROCEDIMIENTO	4064	4072	cultivos	61594008	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	4126	4207	cultivo puro de líquido seropurulento de la herida operatoria de la adenomectomía	401294003	NARROW	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	4275	4289	Cultivo de pus	104190003	NARROW	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	4305	4320	acto operatorio	387713003	EXACT	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	4325	4353	drenaje del absceso en muslo	118442004	NARROW	False	False	False
es-S0004-06142008000100011-1	PROCEDIMIENTO	474	492	se retira la sonda	286738000	EXACT	False	False	True
es-S0004-06142008000100011-1	PROCEDIMIENTO	879	892	adenomectomía	387713003	NARROW	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1034	1042	angio-TC	418272005	EXACT	True	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1048	1058	cavografía	4438009	EXACT	False	False	True
es-S0004-06142008000600011-1	PROCEDIMIENTO	141	150	ecografía	16310003	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1580	1596	cirugía cardiaca	64915003	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1627	1639	esternotomía	27779004	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1642	1673	laparotomía subcostal izquierda	86481000	NARROW	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1684	1785	liberación del ángulo esplénico del colon mediante apertura del retroperitoneo a nivel del mesenterio	21371007	NARROW	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1787	1816	nefrectomía radical izquierda	444083005	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1843	1854	nefrectomía	108022006	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	1916	1991	circulación extracorpórea con hipotermia profunda y retroperfusión cerebral	433775002+NO_CODE	EXACT+NO_CODE	False	True	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	2009	2087	retirada del filtro por cierre del mismo y tracción bajo control fluoroscópico	432079006	EXACT	False	False	True
es-S0004-06142008000600011-1	PROCEDIMIENTO	2149	2170	auriculotomía derecha	44794004	NARROW	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	2290	2328	resección de la vena renal y su ostium	60941001	NARROW	False	False	True
es-S0004-06142008000600011-1	PROCEDIMIENTO	2374	2399	trombectomía por tracción	43810009	NARROW	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	2405	2464	reparar posteriormente el defecto con un parche de Goretex®	12846002	NARROW	False	False	True
es-S0004-06142008000600011-1	PROCEDIMIENTO	2505	2538	anticoagulación con dicumarínicos	182764009	NARROW	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	2584	2601	injerto sintético	82305005	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	2607	2626	anatomía patológica	108257001	EXACT	False	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	2933	2935	TC	77477000	EXACT	True	False	False
es-S0004-06142008000600011-1	PROCEDIMIENTO	3033	3053	estudio de extensión	NO_CODE	NO_CODE	False	False	False
